CMDLINE othello -g
MEM 898.265625 1775762710.8114
MEM 898.304688 1775762710.9131
MEM 904.289062 1775762711.0148
MEM 898.542969 1775762711.1166
MEM 898.500000 1775762711.2185
MEM 901.585938 1775762711.3203
MEM 898.507812 1775762711.4220
MEM 898.507812 1775762711.5237
MEM 898.507812 1775762711.6255
MEM 898.507812 1775762711.7272
MEM 898.507812 1775762711.8291
MEM 898.507812 1775762711.9311
MEM 898.507812 1775762712.0328
MEM 898.507812 1775762712.1345
MEM 898.507812 1775762712.2361
MEM 898.507812 1775762712.3378
MEM 898.507812 1775762712.4398
MEM 898.507812 1775762712.5416
MEM 898.507812 1775762712.6437
MEM 898.507812 1775762712.7454
MEM 898.507812 1775762712.8472
MEM 898.507812 1775762712.9491
MEM 898.507812 1775762713.0507
MEM 898.507812 1775762713.1523
MEM 898.507812 1775762713.2540
MEM 898.765625 1775762713.3559
MEM 898.507812 1775762713.4576
MEM 898.507812 1775762713.5592
MEM 898.507812 1775762713.6609
MEM 901.343750 1775762713.7628
MEM 898.507812 1775762713.8646
MEM 898.507812 1775762713.9663
MEM 898.507812 1775762714.0679
MEM 898.507812 1775762714.1696
MEM 898.507812 1775762714.2713
MEM 900.507812 1775762714.3732
MEM 901.011719 1775762714.4749
MEM 903.277344 1775762714.5769
MEM 901.277344 1775762714.6786
MEM 901.929688 1775762714.7804
MEM 905.722656 1775762714.8824
MEM 901.722656 1775762714.9842
MEM 899.722656 1775762715.0858
MEM 899.722656 1775762715.1874
MEM 896.050781 1775762715.2891
MEM 901.828125 1775762715.3910
MEM 897.890625 1775762715.4928
MEM 899.007812 1775762715.5947
MEM 902.996094 1775762715.6969
MEM 902.753906 1775762715.7987
MEM 899.406250 1775762715.9004
MEM 903.421875 1775762716.0023
MEM 901.492188 1775762716.1040
MEM 905.449219 1775762716.2058
MEM 901.449219 1775762716.3077
MEM 904.238281 1775762716.4096
MEM 899.464844 1775762716.5115
MEM 899.464844 1775762716.6131
MEM 903.449219 1775762716.7152
MEM 899.449219 1775762716.8170
MEM 899.476562 1775762716.9186
MEM 903.492188 1775762717.0206
MEM 902.843750 1775762717.1225
MEM 899.492188 1775762717.2242
MEM 901.476562 1775762717.3264
MEM 895.375000 1775762717.4282
MEM 900.253906 1775762717.5302
MEM 898.312500 1775762717.6328
MEM 898.878906 1775762717.7346
MEM 904.324219 1775762717.8364
MEM 900.324219 1775762717.9382
MEM 898.324219 1775762718.0399
MEM 905.175781 1775762718.1418
MEM 900.339844 1775762718.2436
MEM 898.343750 1775762718.3453
MEM 900.312500 1775762718.4473
MEM 904.363281 1775762718.5491
MEM 900.363281 1775762718.6509
MEM 898.882812 1775762718.7526
MEM 902.382812 1775762718.8543
MEM 900.382812 1775762718.9563
MEM 898.406250 1775762719.0580
MEM 905.800781 1775762719.1599
MEM 898.410156 1775762719.2617
MEM 902.023438 1775762719.3636
MEM 898.503906 1775762719.4654
MEM 898.503906 1775762719.5670
MEM 898.503906 1775762719.6687
MEM 898.503906 1775762719.7705
MEM 898.503906 1775762719.8724
MEM 898.503906 1775762719.9744
MEM 898.503906 1775762720.0761
MEM 898.503906 1775762720.1777
MEM 898.503906 1775762720.2795
MEM 898.503906 1775762720.3813
MEM 898.503906 1775762720.4832
MEM 901.726562 1775762720.5850
MEM 898.503906 1775762720.6868
MEM 898.503906 1775762720.7885
MEM 898.503906 1775762720.8904
MEM 898.503906 1775762720.9921
MEM 898.503906 1775762721.0940
MEM 898.503906 1775762721.1958
MEM 898.503906 1775762721.2975
MEM 898.503906 1775762721.3995
MEM 898.503906 1775762721.5011
MEM 898.503906 1775762721.6029
MEM 898.503906 1775762721.7047
MEM 898.503906 1775762721.8064
MEM 898.503906 1775762721.9082
MEM 898.503906 1775762722.0100
MEM 898.503906 1775762722.1117
MEM 898.503906 1775762722.2135
MEM 901.984375 1775762722.3152
MEM 898.503906 1775762722.4169
MEM 898.503906 1775762722.5188
MEM 898.503906 1775762722.6208
MEM 898.503906 1775762722.7226
MEM 901.984375 1775762722.8244
MEM 902.640625 1775762722.9264
MEM 896.613281 1775762723.0280
MEM 895.945312 1775762723.1296
MEM 897.605469 1775762723.2313
MEM 901.128906 1775762723.3343
MEM 900.425781 1775762723.4359
MEM 898.468750 1775762723.5376
MEM 905.871094 1775762723.6394
MEM 900.453125 1775762723.7411
MEM 898.457031 1775762723.8430
MEM 898.460938 1775762723.9449
MEM 898.468750 1775762724.0466
MEM 902.523438 1775762724.1484
MEM 900.574219 1775762724.2501
MEM 898.972656 1775762724.3519
MEM 902.558594 1775762724.4541
MEM 898.558594 1775762724.5558
MEM 903.023438 1775762724.6575
MEM 898.574219 1775762724.7593
MEM 904.558594 1775762724.8611
MEM 898.640625 1775762724.9635
MEM 902.656250 1775762725.0653
MEM 895.875000 1775762725.1673
MEM 898.597656 1775762725.2691
MEM 900.609375 1775762725.3720
MEM 896.640625 1775762725.4737
MEM 897.644531 1775762725.5755
MEM 901.722656 1775762725.6775
MEM 899.808594 1775762725.7793
MEM 897.808594 1775762725.8810
MEM 904.113281 1775762725.9827
MEM 898.476562 1775762726.0845
MEM 902.492188 1775762726.1865
MEM 901.132812 1775762726.2882
MEM 902.617188 1775762726.3899
MEM 899.203125 1775762726.4918
MEM 901.187500 1775762726.5941
MEM 899.187500 1775762726.6959
MEM 901.433594 1775762726.7977
MEM 899.433594 1775762726.8995
MEM 899.433594 1775762727.0017
MEM 899.417969 1775762727.1041
MEM 899.531250 1775762727.2059
MEM 895.890625 1775762727.3077
MEM 901.878906 1775762727.4095
MEM 896.785156 1775762727.5113
MEM 900.753906 1775762727.6132
MEM 896.773438 1775762727.7152
MEM 896.738281 1775762727.8170
MEM 896.988281 1775762727.9190
MEM 900.726562 1775762728.0220
MEM 897.179688 1775762728.1240
MEM 900.144531 1775762728.2259
MEM 897.179688 1775762728.3278
MEM 897.179688 1775762728.4301
MEM 897.179688 1775762728.5319
MEM 897.179688 1775762728.6338
MEM 897.179688 1775762728.7357
MEM 897.179688 1775762728.8377
MEM 897.179688 1775762728.9398
MEM 897.179688 1775762729.0420
MEM 897.179688 1775762729.1441
MEM 897.179688 1775762729.2462
MEM 897.179688 1775762729.3483
MEM 897.179688 1775762729.4504
MEM 897.179688 1775762729.5526
MEM 897.179688 1775762729.6548
MEM 897.179688 1775762729.7569
MEM 897.179688 1775762729.8591
MEM 897.179688 1775762729.9614
MEM 897.179688 1775762730.0637
MEM 897.179688 1775762730.1655
MEM 897.179688 1775762730.2677
MEM 897.179688 1775762730.3696
MEM 897.179688 1775762730.4716
MEM 897.179688 1775762730.5736
MEM 897.179688 1775762730.6756
MEM 897.179688 1775762730.7775
MEM 897.179688 1775762730.8796
MEM 897.179688 1775762730.9816
MEM 897.179688 1775762731.0838
MEM 897.179688 1775762731.1856
MEM 897.179688 1775762731.2880
MEM 897.179688 1775762731.3901
MEM 897.179688 1775762731.4922
MEM 897.179688 1775762731.5941
MEM 897.179688 1775762731.6961
MEM 897.179688 1775762731.7982
MEM 897.179688 1775762731.8999
MEM 897.179688 1775762732.0018
MEM 897.179688 1775762732.1037
MEM 897.179688 1775762732.2056
MEM 897.179688 1775762732.3076
MEM 897.179688 1775762732.4095
MEM 897.179688 1775762732.5114
MEM 897.179688 1775762732.6134
MEM 897.179688 1775762732.7152
MEM 897.179688 1775762732.8172
MEM 897.179688 1775762732.9192
MEM 897.179688 1775762733.0216
MEM 897.179688 1775762733.1236
MEM 897.179688 1775762733.2255
MEM 897.179688 1775762733.3273
MEM 897.179688 1775762733.4293
MEM 897.179688 1775762733.5311
MEM 897.179688 1775762733.6331
MEM 897.179688 1775762733.7348
MEM 897.179688 1775762733.8369
MEM 897.179688 1775762733.9388
MEM 897.179688 1775762734.0406
MEM 897.179688 1775762734.1426
MEM 897.179688 1775762734.2445
MEM 897.179688 1775762734.3463
MEM 897.179688 1775762734.4486
MEM 897.179688 1775762734.5511
MEM 897.179688 1775762734.6532
MEM 897.179688 1775762734.7549
MEM 897.179688 1775762734.8567
MEM 897.179688 1775762734.9585
MEM 897.179688 1775762735.0604
MEM 897.179688 1775762735.1623
MEM 897.179688 1775762735.2639
MEM 897.179688 1775762735.3657
MEM 897.179688 1775762735.4676
MEM 897.179688 1775762735.5695
MEM 897.179688 1775762735.6713
MEM 897.179688 1775762735.7732
MEM 897.179688 1775762735.8751
MEM 897.179688 1775762735.9769
MEM 897.179688 1775762736.0789
MEM 897.179688 1775762736.1806
MEM 897.179688 1775762736.2825
MEM 897.179688 1775762736.3843
MEM 897.179688 1775762736.4861
MEM 897.179688 1775762736.5879
MEM 897.179688 1775762736.6898
MEM 897.179688 1775762736.7916
MEM 897.179688 1775762736.8935
MEM 897.179688 1775762736.9951
MEM 897.179688 1775762737.0970
MEM 897.179688 1775762737.1987
MEM 897.179688 1775762737.3005
MEM 897.179688 1775762737.4024
MEM 897.179688 1775762737.5041
MEM 897.179688 1775762737.6066
MEM 897.179688 1775762737.7083
MEM 897.179688 1775762737.8103
MEM 897.179688 1775762737.9121
MEM 897.179688 1775762738.0140
MEM 897.179688 1775762738.1158
MEM 897.179688 1775762738.2178
MEM 897.179688 1775762738.3194
MEM 897.179688 1775762738.4213
MEM 897.179688 1775762738.5231
MEM 897.179688 1775762738.6250
MEM 897.179688 1775762738.7267
MEM 897.179688 1775762738.8284
MEM 897.179688 1775762738.9303
MEM 900.273438 1775762739.0321
MEM 897.179688 1775762739.1339
MEM 897.179688 1775762739.2360
MEM 897.179688 1775762739.3377
MEM 897.179688 1775762739.4393
MEM 897.179688 1775762739.5412
MEM 897.179688 1775762739.6430
MEM 897.179688 1775762739.7448
MEM 897.179688 1775762739.8466
MEM 897.179688 1775762739.9486
MEM 897.179688 1775762740.0504
MEM 897.179688 1775762740.1520
MEM 897.179688 1775762740.2538
MEM 897.179688 1775762740.3556
MEM 897.179688 1775762740.4573
MEM 897.179688 1775762740.5592
MEM 897.179688 1775762740.6610
MEM 897.179688 1775762740.7628
MEM 897.179688 1775762740.8645
MEM 897.179688 1775762740.9665
MEM 897.179688 1775762741.0684
MEM 897.179688 1775762741.1702
MEM 897.179688 1775762741.2718
MEM 897.179688 1775762741.3736
MEM 897.179688 1775762741.4755
MEM 897.179688 1775762741.5774
MEM 897.179688 1775762741.6793
MEM 897.179688 1775762741.7810
MEM 897.179688 1775762741.8835
MEM 897.179688 1775762741.9854
MEM 897.179688 1775762742.0871
MEM 897.179688 1775762742.1887
MEM 897.179688 1775762742.2904
MEM 897.179688 1775762742.3920
MEM 897.179688 1775762742.4939
MEM 897.179688 1775762742.5958
MEM 897.179688 1775762742.6976
MEM 897.179688 1775762742.7995
MEM 897.179688 1775762742.9011
MEM 897.179688 1775762743.0029
MEM 897.179688 1775762743.1047
MEM 897.179688 1775762743.2065
MEM 897.179688 1775762743.3081
MEM 897.179688 1775762743.4099
MEM 897.179688 1775762743.5114
MEM 897.179688 1775762743.6133
MEM 897.179688 1775762743.7156
MEM 897.179688 1775762743.8175
MEM 897.179688 1775762743.9195
MEM 897.179688 1775762744.0213
MEM 897.179688 1775762744.1231
MEM 897.179688 1775762744.2248
MEM 897.179688 1775762744.3265
MEM 897.179688 1775762744.4283
MEM 897.179688 1775762744.5299
MEM 897.179688 1775762744.6326
MEM 897.179688 1775762744.7343
MEM 897.179688 1775762744.8361
MEM 897.179688 1775762744.9378
MEM 897.179688 1775762745.0395
MEM 897.179688 1775762745.1412
MEM 897.179688 1775762745.2433
MEM 897.179688 1775762745.3451
MEM 897.179688 1775762745.4468
MEM 897.179688 1775762745.5484
MEM 897.179688 1775762745.6502
MEM 897.179688 1775762745.7520
MEM 897.179688 1775762745.8538
MEM 897.179688 1775762745.9556
MEM 897.179688 1775762746.0572
MEM 897.179688 1775762746.1589
MEM 897.179688 1775762746.2608
MEM 897.179688 1775762746.3626
MEM 897.179688 1775762746.4645
MEM 897.179688 1775762746.5663
MEM 897.179688 1775762746.6682
MEM 897.179688 1775762746.7701
MEM 897.179688 1775762746.8719
MEM 897.179688 1775762746.9736
MEM 897.179688 1775762747.0752
MEM 897.179688 1775762747.1770
MEM 897.179688 1775762747.2789
MEM 897.179688 1775762747.3807
MEM 897.179688 1775762747.4827
MEM 897.179688 1775762747.5845
MEM 897.179688 1775762747.6863
MEM 897.179688 1775762747.7880
MEM 897.179688 1775762747.8897
MEM 897.179688 1775762747.9915
MEM 897.179688 1775762748.0934
MEM 897.179688 1775762748.1953
MEM 897.179688 1775762748.2972
MEM 897.179688 1775762748.3990
MEM 897.179688 1775762748.5008
MEM 897.179688 1775762748.6027
MEM 897.179688 1775762748.7044
MEM 897.179688 1775762748.8062
MEM 897.179688 1775762748.9079
MEM 897.179688 1775762749.0097
MEM 897.179688 1775762749.1116
MEM 897.179688 1775762749.2135
MEM 897.179688 1775762749.3153
MEM 897.179688 1775762749.4173
MEM 897.179688 1775762749.5190
MEM 897.179688 1775762749.6208
MEM 897.179688 1775762749.7226
MEM 897.179688 1775762749.8243
MEM 897.179688 1775762749.9260
MEM 897.179688 1775762750.0277
MEM 897.179688 1775762750.1295
MEM 897.179688 1775762750.2312
MEM 897.179688 1775762750.3330
MEM 897.179688 1775762750.4349
MEM 897.179688 1775762750.5367
MEM 897.179688 1775762750.6385
MEM 897.179688 1775762750.7400
MEM 897.179688 1775762750.8418
MEM 897.179688 1775762750.9438
MEM 897.179688 1775762751.0457
MEM 897.179688 1775762751.1475
MEM 897.179688 1775762751.2493
MEM 897.179688 1775762751.3511
MEM 897.179688 1775762751.4529
MEM 897.179688 1775762751.5553
MEM 897.179688 1775762751.6569
MEM 897.179688 1775762751.7588
MEM 897.179688 1775762751.8607
MEM 897.179688 1775762751.9624
MEM 897.179688 1775762752.0643
MEM 897.179688 1775762752.1661
MEM 897.179688 1775762752.2679
MEM 897.179688 1775762752.3702
MEM 897.179688 1775762752.4725
MEM 897.179688 1775762752.5748
MEM 897.179688 1775762752.6764
MEM 897.179688 1775762752.7782
MEM 897.179688 1775762752.8810
MEM 897.179688 1775762752.9828
MEM 897.179688 1775762753.0844
MEM 900.273438 1775762753.1861
MEM 897.179688 1775762753.2879
MEM 897.179688 1775762753.3898
MEM 897.179688 1775762753.4915
MEM 897.179688 1775762753.5938
MEM 900.660156 1775762753.6956
MEM 897.179688 1775762753.7973
MEM 897.179688 1775762753.8990
MEM 897.179688 1775762754.0010
MEM 897.179688 1775762754.1027
MEM 897.277344 1775762754.2044
MEM 903.925781 1775762754.3062
MEM 900.027344 1775762754.4081
MEM 901.746094 1775762754.5098
MEM 900.527344 1775762754.6125
MEM 898.527344 1775762754.7141
MEM 903.457031 1775762754.8160
MEM 902.937500 1775762754.9179
MEM 903.476562 1775762755.0198
MEM 899.535156 1775762755.1216
MEM 907.152344 1775762755.2238
MEM 899.613281 1775762755.3255
MEM 903.628906 1775762755.4273
MEM 903.261719 1775762755.5297
MEM 901.003906 1775762755.6317
MEM 906.988281 1775762755.7335
MEM 897.667969 1775762755.8355
MEM 897.753906 1775762755.9374
MEM 900.144531 1775762756.0391
MEM 898.148438 1775762756.1410
MEM 904.398438 1775762756.2429
MEM 903.093750 1775762756.3451
MEM 901.097656 1775762756.4469
MEM 899.566406 1775762756.5486
MEM 906.035156 1775762756.6504
MEM 902.128906 1775762756.7522
MEM 900.140625 1775762756.8540
MEM 903.316406 1775762756.9572
MEM 900.156250 1775762757.0593
MEM 902.140625 1775762757.1611
MEM 900.398438 1775762757.2629
MEM 905.976562 1775762757.3652
MEM 900.644531 1775762757.4670
MEM 906.742188 1775762757.5690
MEM 900.750000 1775762757.6713
MEM 906.750000 1775762757.7741
MEM 901.781250 1775762757.8759
MEM 901.796875 1775762757.9783
MEM 907.781250 1775762758.0800
MEM 896.335938 1775762758.1818
MEM 901.601562 1775762758.2837
MEM 898.304688 1775762758.3854
MEM 900.355469 1775762758.4875
MEM 901.324219 1775762758.5893
MEM 899.765625 1775762758.6914
MEM 905.750000 1775762758.7931
MEM 899.878906 1775762758.8949
MEM 899.750000 1775762758.9966
MEM 899.707031 1775762759.0982
MEM 899.722656 1775762759.2005
MEM 899.980469 1775762759.3022
MEM 899.722656 1775762759.4038
MEM 899.722656 1775762759.5054
MEM 899.722656 1775762759.6071
MEM 899.722656 1775762759.7092
MEM 899.722656 1775762759.8108
MEM 899.722656 1775762759.9128
MEM 899.722656 1775762760.0144
MEM 899.722656 1775762760.1161
MEM 899.722656 1775762760.2180
MEM 899.722656 1775762760.3199
MEM 899.722656 1775762760.4217
MEM 899.722656 1775762760.5240
MEM 899.722656 1775762760.6256
MEM 899.722656 1775762760.7274
MEM 899.722656 1775762760.8292
MEM 899.722656 1775762760.9311
MEM 902.121094 1775762761.0329
MEM 899.722656 1775762761.1345
MEM 899.722656 1775762761.2369
MEM 899.722656 1775762761.3387
MEM 899.722656 1775762761.4404
MEM 899.722656 1775762761.5421
MEM 899.722656 1775762761.6439
MEM 899.722656 1775762761.7457
MEM 899.722656 1775762761.8475
MEM 899.722656 1775762761.9496
MEM 899.722656 1775762762.0513
MEM 899.722656 1775762762.1532
MEM 899.722656 1775762762.2549
MEM 899.722656 1775762762.3566
MEM 899.722656 1775762762.4587
MEM 899.722656 1775762762.5605
MEM 899.722656 1775762762.6624
MEM 899.722656 1775762762.7641
MEM 899.722656 1775762762.8657
MEM 899.722656 1775762762.9677
MEM 899.722656 1775762763.0692
MEM 899.722656 1775762763.1711
MEM 899.722656 1775762763.2727
MEM 899.722656 1775762763.3744
MEM 899.722656 1775762763.4761
MEM 899.722656 1775762763.5777
MEM 899.722656 1775762763.6793
MEM 903.343750 1775762763.7815
MEM 902.640625 1775762763.8837
MEM 902.640625 1775762763.9853
MEM 899.804688 1775762764.0869
MEM 900.062500 1775762764.1890
MEM 899.804688 1775762764.2908
MEM 899.804688 1775762764.3925
MEM 899.804688 1775762764.4942
MEM 899.804688 1775762764.5959
MEM 899.804688 1775762764.6977
MEM 899.804688 1775762764.7994
MEM 899.804688 1775762764.9011
MEM 899.804688 1775762765.0029
MEM 902.253906 1775762765.1049
MEM 899.804688 1775762765.2064
MEM 899.804688 1775762765.3085
MEM 899.804688 1775762765.4100
MEM 902.253906 1775762765.5118
MEM 903.285156 1775762765.6136
MEM 899.917969 1775762765.7151
MEM 905.910156 1775762765.8170
MEM 903.972656 1775762765.9187
MEM 900.402344 1775762766.0204
MEM 904.417969 1775762766.1222
MEM 902.417969 1775762766.2244
MEM 900.417969 1775762766.3261
MEM 900.609375 1775762766.4279
MEM 907.101562 1775762766.5297
MEM 901.101562 1775762766.6314
MEM 903.117188 1775762766.7335
MEM 902.750000 1775762766.8353
MEM 899.257812 1775762766.9372
MEM 898.304688 1775762767.0388
MEM 902.871094 1775762767.1404
MEM 901.460938 1775762767.2425
MEM 899.105469 1775762767.3443
MEM 903.093750 1775762767.4474
MEM 900.519531 1775762767.5493
MEM 899.761719 1775762767.6513
MEM 899.992188 1775762767.7530
MEM 905.976562 1775762767.8547
MEM 901.976562 1775762767.9565
MEM 900.136719 1775762768.0581
MEM 904.152344 1775762768.1602
MEM 901.574219 1775762768.2621
MEM 906.140625 1775762768.3639
MEM 900.140625 1775762768.4657
MEM 900.140625 1775762768.5676
MEM 904.156250 1775762768.6696
MEM 902.343750 1775762768.7714
MEM 900.371094 1775762768.8733
MEM 905.367188 1775762768.9755
MEM 899.066406 1775762769.0772
MEM 899.089844 1775762769.1787
MEM 901.113281 1775762769.2808
MEM 901.437500 1775762769.3827
MEM 900.894531 1775762769.4844
MEM 906.917969 1775762769.5868
MEM 900.917969 1775762769.6885
MEM 900.925781 1775762769.7902
MEM 900.933594 1775762769.8918
MEM 904.941406 1775762769.9938
MEM 904.035156 1775762770.0957
MEM 904.207031 1775762770.1974
MEM 903.390625 1775762770.2992
MEM 901.390625 1775762770.4009
MEM 903.406250 1775762770.5037
MEM 901.347656 1775762770.6061
MEM 901.339844 1775762770.7080
MEM 901.339844 1775762770.8100
MEM 901.339844 1775762770.9118
MEM 901.339844 1775762771.0141
MEM 901.339844 1775762771.1158
MEM 901.339844 1775762771.2177
MEM 901.339844 1775762771.3197
MEM 901.339844 1775762771.4215
MEM 901.339844 1775762771.5232
MEM 901.339844 1775762771.6249
MEM 901.339844 1775762771.7267
MEM 901.339844 1775762771.8284
MEM 901.339844 1775762771.9301
MEM 902.500000 1775762772.0317
MEM 901.339844 1775762772.1335
MEM 901.339844 1775762772.2350
MEM 901.339844 1775762772.3367
MEM 901.339844 1775762772.4384
MEM 901.339844 1775762772.5401
MEM 901.339844 1775762772.6419
MEM 901.339844 1775762772.7436
MEM 901.339844 1775762772.8454
MEM 901.339844 1775762772.9475
MEM 901.339844 1775762773.0492
MEM 901.339844 1775762773.1509
MEM 901.339844 1775762773.2528
MEM 901.339844 1775762773.3546
MEM 901.339844 1775762773.4561
MEM 904.433594 1775762773.5578
MEM 901.339844 1775762773.6595
MEM 901.339844 1775762773.7611
MEM 901.339844 1775762773.8629
MEM 904.175781 1775762773.9649
MEM 901.339844 1775762774.0668
MEM 901.339844 1775762774.1688
MEM 901.339844 1775762774.2715
MEM 901.417969 1775762774.3750
MEM 901.417969 1775762774.4768
MEM 908.253906 1775762774.5794
MEM 907.425781 1775762774.6821
MEM 901.492188 1775762774.7841
MEM 901.492188 1775762774.8859
MEM 901.582031 1775762774.9877
MEM 901.480469 1775762775.0895
MEM 898.421875 1775762775.1913
MEM 900.539062 1775762775.2935
MEM 900.484375 1775762775.3954
MEM 899.792969 1775762775.4973
MEM 898.609375 1775762775.5990
MEM 898.832031 1775762775.7010
MEM 898.851562 1775762775.8030
MEM 898.851562 1775762775.9052
MEM 905.570312 1775762776.0071
MEM 899.582031 1775762776.1088
MEM 899.582031 1775762776.2106
MEM 902.773438 1775762776.3129
MEM 900.773438 1775762776.4146
MEM 906.757812 1775762776.5170
MEM 902.757812 1775762776.6188
MEM 901.789062 1775762776.7207
MEM 904.773438 1775762776.8226
MEM 900.773438 1775762776.9245
MEM 897.585938 1775762777.0262
MEM 902.617188 1775762777.1280
MEM 897.613281 1775762777.2299
MEM 897.640625 1775762777.3317
MEM 901.667969 1775762777.4339
MEM 900.511719 1775762777.5357
MEM 897.738281 1775762777.6375
MEM 901.722656 1775762777.7392
MEM 897.726562 1775762777.8410
MEM 898.726562 1775762777.9429
MEM 901.968750 1775762778.0447
MEM 899.972656 1775762778.1463
MEM 897.976562 1775762778.2480
MEM 904.933594 1775762778.3499
MEM 898.675781 1775762778.4519
MEM 900.796875 1775762778.5539
MEM 900.691406 1775762778.6557
MEM 901.675781 1775762778.7575
MEM 905.855469 1775762778.8595
MEM 901.867188 1775762778.9615
MEM 896.621094 1775762779.0635
MEM 901.171875 1775762779.1655
MEM 899.593750 1775762779.2674
MEM 897.617188 1775762779.3693
MEM 897.570312 1775762779.4712
MEM 897.964844 1775762779.5736
MEM 900.285156 1775762779.6754
MEM 897.578125 1775762779.7777
MEM 897.578125 1775762779.8794
MEM 897.578125 1775762779.9817
MEM 897.578125 1775762780.0840
MEM 897.578125 1775762780.1856
MEM 897.578125 1775762780.2874
MEM 897.578125 1775762780.3896
MEM 897.578125 1775762780.4915
MEM 897.578125 1775762780.5934
MEM 897.578125 1775762780.6956
MEM 897.578125 1775762780.7973
MEM 897.578125 1775762780.8995
MEM 897.578125 1775762781.0022
MEM 897.578125 1775762781.1046
MEM 897.578125 1775762781.2066
MEM 897.578125 1775762781.3083
MEM 897.578125 1775762781.4102
MEM 897.578125 1775762781.5121
MEM 897.578125 1775762781.6142
MEM 897.578125 1775762781.7162
MEM 897.835938 1775762781.8183
MEM 897.578125 1775762781.9201
MEM 897.578125 1775762782.0219
MEM 897.578125 1775762782.1237
MEM 898.996094 1775762782.2256
MEM 897.578125 1775762782.3275
MEM 897.578125 1775762782.4294
MEM 897.578125 1775762782.5313
MEM 900.929688 1775762782.6333
MEM 899.718750 1775762782.7351
MEM 897.718750 1775762782.8369
MEM 899.734375 1775762782.9386
MEM 899.410156 1775762783.0404
MEM 903.718750 1775762783.1423
MEM 901.718750 1775762783.2441
MEM 897.718750 1775762783.3461
MEM 897.722656 1775762783.4478
MEM 901.773438 1775762783.5496
MEM 899.792969 1775762783.6515
MEM 900.113281 1775762783.7532
MEM 905.593750 1775762783.8549
MEM 901.593750 1775762783.9567
MEM 899.593750 1775762784.0587
MEM 899.593750 1775762784.1604
MEM 901.609375 1775762784.2633
MEM 896.078125 1775762784.3649
MEM 902.781250 1775762784.4668
MEM 898.785156 1775762784.5686
MEM 898.058594 1775762784.6709
MEM 905.230469 1775762784.7727
MEM 901.171875 1775762784.8745
MEM 899.191406 1775762784.9763
MEM 899.199219 1775762785.0784
MEM 903.183594 1775762785.1809
MEM 899.183594 1775762785.2828
MEM 899.183594 1775762785.3844
MEM 905.113281 1775762785.4865
MEM 901.890625 1775762785.5883
MEM 899.894531 1775762785.6899
MEM 906.792969 1775762785.7926
MEM 899.890625 1775762785.8964
MEM 899.890625 1775762785.9980
MEM 905.710938 1775762786.0998
MEM 899.906250 1775762786.2016
MEM 899.906250 1775762786.3035
MEM 904.000000 1775762786.4054
MEM 900.527344 1775762786.5071
MEM 898.535156 1775762786.6089
MEM 902.558594 1775762786.7108
MEM 904.050781 1775762786.8127
MEM 898.570312 1775762786.9145
MEM 904.554688 1775762787.0162
MEM 904.773438 1775762787.1190
MEM 899.496094 1775762787.2207
MEM 900.550781 1775762787.3225
MEM 902.449219 1775762787.4252
MEM 903.878906 1775762787.5269
MEM 900.398438 1775762787.6288
MEM 900.398438 1775762787.7305
MEM 900.398438 1775762787.8322
MEM 900.398438 1775762787.9346
MEM 900.398438 1775762788.0362
MEM 900.398438 1775762788.1381
MEM 900.398438 1775762788.2401
MEM 900.398438 1775762788.3417
MEM 900.398438 1775762788.4435
MEM 900.398438 1775762788.5453
MEM 900.398438 1775762788.6474
MEM 900.398438 1775762788.7491
MEM 900.398438 1775762788.8509
MEM 900.398438 1775762788.9530
MEM 900.398438 1775762789.0548
MEM 900.398438 1775762789.1571
MEM 900.398438 1775762789.2588
MEM 900.398438 1775762789.3607
MEM 900.398438 1775762789.4623
MEM 900.398438 1775762789.5639
MEM 900.398438 1775762789.6655
MEM 900.398438 1775762789.7671
MEM 900.398438 1775762789.8687
MEM 903.363281 1775762789.9704
MEM 900.398438 1775762790.0720
MEM 900.398438 1775762790.1736
MEM 900.398438 1775762790.2754
MEM 900.398438 1775762790.3771
MEM 900.398438 1775762790.4788
MEM 900.398438 1775762790.5805
MEM 900.398438 1775762790.6823
MEM 900.398438 1775762790.7843
MEM 900.398438 1775762790.8859
MEM 900.398438 1775762790.9876
MEM 900.398438 1775762791.0892
MEM 901.042969 1775762791.1910
MEM 900.398438 1775762791.2927
MEM 900.398438 1775762791.3945
MEM 900.398438 1775762791.4962
MEM 900.398438 1775762791.5979
MEM 900.398438 1775762791.7002
MEM 900.398438 1775762791.8027
MEM 900.398438 1775762791.9043
MEM 900.398438 1775762792.0060
MEM 900.398438 1775762792.1076
MEM 900.398438 1775762792.2093
MEM 900.398438 1775762792.3111
MEM 900.398438 1775762792.4127
MEM 900.398438 1775762792.5142
MEM 900.398438 1775762792.6158
MEM 900.398438 1775762792.7174
MEM 900.398438 1775762792.8192
MEM 900.796875 1775762792.9210
MEM 900.398438 1775762793.0227
MEM 900.398438 1775762793.1245
MEM 900.398438 1775762793.2262
MEM 900.398438 1775762793.3280
MEM 900.398438 1775762793.4295
MEM 903.878906 1775762793.5312
MEM 900.464844 1775762793.6331
MEM 904.535156 1775762793.7351
MEM 902.449219 1775762793.8368
MEM 902.898438 1775762793.9386
MEM 900.449219 1775762794.0403
MEM 902.464844 1775762794.1433
MEM 900.851562 1775762794.2450
MEM 900.464844 1775762794.3468
MEM 904.449219 1775762794.4485
