CMDLINE othello -g
MEM 901.417969 1775762528.8034
MEM 899.472656 1775762528.9051
MEM 901.488281 1775762529.0070
MEM 901.937500 1775762529.1088
MEM 899.488281 1775762529.2105
MEM 902.679688 1775762529.3121
MEM 899.503906 1775762529.4140
MEM 896.894531 1775762529.5161
MEM 896.894531 1775762529.6177
MEM 904.707031 1775762529.7194
MEM 898.277344 1775762529.8212
MEM 898.289062 1775762529.9228
MEM 905.015625 1775762530.0245
MEM 900.308594 1775762530.1266
MEM 898.308594 1775762530.2282
MEM 898.695312 1775762530.3299
MEM 904.292969 1775762530.4316
MEM 898.292969 1775762530.5336
MEM 902.812500 1775762530.6354
MEM 898.812500 1775762530.7375
MEM 904.796875 1775762530.8396
MEM 898.796875 1775762530.9415
MEM 901.890625 1775762531.0432
MEM 893.914062 1775762531.1451
MEM 893.980469 1775762531.2469
MEM 901.289062 1775762531.3486
MEM 895.058594 1775762531.4511
MEM 899.300781 1775762531.5541
MEM 899.171875 1775762531.6579
MEM 899.191406 1775762531.7598
MEM 895.644531 1775762531.8616
MEM 902.085938 1775762531.9637
MEM 895.835938 1775762532.0653
MEM 897.128906 1775762532.1671
MEM 899.144531 1775762532.2694
MEM 897.144531 1775762532.3712
MEM 897.144531 1775762532.4730
MEM 903.128906 1775762532.5747
MEM 903.968750 1775762532.6775
MEM 897.148438 1775762532.7794
MEM 901.164062 1775762532.8811
MEM 901.742188 1775762532.9830
MEM 897.164062 1775762533.0847
MEM 903.578125 1775762533.1864
MEM 897.578125 1775762533.2883
MEM 899.406250 1775762533.3902
MEM 895.300781 1775762533.4921
MEM 893.511719 1775762533.5940
MEM 894.195312 1775762533.6957
MEM 894.195312 1775762533.7978
MEM 894.195312 1775762533.8997
MEM 894.195312 1775762534.0019
MEM 894.195312 1775762534.1038
MEM 894.195312 1775762534.2057
MEM 894.195312 1775762534.3077
MEM 894.195312 1775762534.4102
MEM 894.195312 1775762534.5124
MEM 894.195312 1775762534.6146
MEM 894.195312 1775762534.7167
MEM 894.195312 1775762534.8191
MEM 894.195312 1775762534.9215
MEM 894.195312 1775762535.0234
MEM 895.742188 1775762535.1255
MEM 894.195312 1775762535.2277
MEM 894.195312 1775762535.3295
MEM 894.195312 1775762535.4315
MEM 894.195312 1775762535.5338
MEM 894.195312 1775762535.6357
MEM 894.195312 1775762535.7380
MEM 894.324219 1775762535.8400
MEM 894.195312 1775762535.9419
MEM 894.308594 1775762536.0440
MEM 894.308594 1775762536.1458
MEM 901.636719 1775762536.2481
MEM 898.109375 1775762536.3499
MEM 897.933594 1775762536.4518
MEM 895.937500 1775762536.5538
MEM 905.152344 1775762536.6560
MEM 895.929688 1775762536.7577
MEM 899.953125 1775762536.8595
MEM 895.953125 1775762536.9622
MEM 899.937500 1775762537.0648
MEM 895.937500 1775762537.1675
MEM 895.953125 1775762537.2706
MEM 895.937500 1775762537.3730
MEM 895.937500 1775762537.4748
MEM 899.957031 1775762537.5769
MEM 898.875000 1775762537.6789
MEM 902.531250 1775762537.7809
MEM 896.285156 1775762537.8827
MEM 900.324219 1775762537.9846
MEM 896.324219 1775762538.0864
MEM 891.738281 1775762538.1886
MEM 898.820312 1775762538.2905
MEM 899.367188 1775762538.3933
MEM 895.390625 1775762538.4951
MEM 897.390625 1775762538.5967
MEM 899.414062 1775762538.6985
MEM 895.414062 1775762538.8006
MEM 895.675781 1775762538.9025
MEM 897.511719 1775762539.0042
MEM 901.410156 1775762539.1060
MEM 895.421875 1775762539.2076
MEM 896.710938 1775762539.3093
MEM 897.437500 1775762539.4113
MEM 895.437500 1775762539.5132
MEM 895.437500 1775762539.6152
MEM 896.445312 1775762539.7169
MEM 902.429688 1775762539.8187
MEM 896.429688 1775762539.9205
MEM 899.347656 1775762540.0226
MEM 896.445312 1775762540.1244
MEM 893.769531 1775762540.2263
MEM 897.125000 1775762540.3284
MEM 893.351562 1775762540.4305
MEM 898.238281 1775762540.5332
MEM 894.250000 1775762540.6348
MEM 897.125000 1775762540.7375
MEM 901.191406 1775762540.8393
MEM 898.351562 1775762540.9411
MEM 901.011719 1775762541.0434
MEM 896.324219 1775762541.1454
MEM 896.324219 1775762541.2475
MEM 896.324219 1775762541.3494
MEM 896.324219 1775762541.4515
MEM 896.324219 1775762541.5538
MEM 896.324219 1775762541.6558
MEM 896.324219 1775762541.7577
MEM 896.324219 1775762541.8594
MEM 896.324219 1775762541.9614
MEM 896.324219 1775762542.0636
MEM 896.324219 1775762542.1656
MEM 896.324219 1775762542.2674
MEM 896.324219 1775762542.3690
MEM 896.324219 1775762542.4709
MEM 896.324219 1775762542.5727
MEM 896.324219 1775762542.6746
MEM 896.324219 1775762542.7764
MEM 896.324219 1775762542.8781
MEM 896.324219 1775762542.9800
MEM 896.324219 1775762543.0820
MEM 896.324219 1775762543.1840
MEM 896.324219 1775762543.2860
MEM 896.324219 1775762543.3880
MEM 896.324219 1775762543.4898
MEM 896.324219 1775762543.5916
MEM 896.324219 1775762543.6935
MEM 896.324219 1775762543.7954
MEM 896.324219 1775762543.8972
MEM 896.324219 1775762543.9990
MEM 896.324219 1775762544.1008
MEM 896.324219 1775762544.2033
MEM 896.324219 1775762544.3051
MEM 896.324219 1775762544.4071
MEM 896.324219 1775762544.5089
MEM 896.324219 1775762544.6108
MEM 896.324219 1775762544.7128
MEM 896.324219 1775762544.8146
MEM 896.324219 1775762544.9164
MEM 896.324219 1775762545.0181
MEM 896.324219 1775762545.1200
MEM 896.324219 1775762545.2220
MEM 896.324219 1775762545.3239
MEM 896.324219 1775762545.4256
MEM 896.324219 1775762545.5276
MEM 896.324219 1775762545.6296
MEM 896.324219 1775762545.7314
MEM 896.324219 1775762545.8335
MEM 896.324219 1775762545.9353
MEM 896.324219 1775762546.0371
MEM 896.324219 1775762546.1390
MEM 896.324219 1775762546.2409
MEM 896.324219 1775762546.3429
MEM 896.324219 1775762546.4447
MEM 896.324219 1775762546.5467
MEM 896.324219 1775762546.6485
MEM 896.324219 1775762546.7504
MEM 896.324219 1775762546.8523
MEM 896.324219 1775762546.9548
MEM 896.324219 1775762547.0568
MEM 896.324219 1775762547.1586
MEM 896.324219 1775762547.2604
MEM 896.324219 1775762547.3622
MEM 896.324219 1775762547.4641
MEM 896.324219 1775762547.5659
MEM 896.324219 1775762547.6676
MEM 896.324219 1775762547.7694
MEM 896.324219 1775762547.8714
MEM 896.324219 1775762547.9733
MEM 896.324219 1775762548.0752
MEM 896.324219 1775762548.1771
MEM 896.324219 1775762548.2790
MEM 896.324219 1775762548.3807
MEM 896.324219 1775762548.4829
MEM 896.324219 1775762548.5849
MEM 896.324219 1775762548.6867
MEM 896.324219 1775762548.7884
MEM 896.324219 1775762548.8902
MEM 896.324219 1775762548.9922
MEM 896.324219 1775762549.0941
MEM 896.324219 1775762549.1961
MEM 896.324219 1775762549.2982
MEM 896.324219 1775762549.4002
MEM 896.324219 1775762549.5020
MEM 896.324219 1775762549.6038
MEM 896.324219 1775762549.7057
MEM 896.324219 1775762549.8074
MEM 896.324219 1775762549.9093
MEM 896.324219 1775762550.0111
MEM 896.324219 1775762550.1130
MEM 896.324219 1775762550.2148
MEM 896.324219 1775762550.3167
MEM 896.324219 1775762550.4184
MEM 896.324219 1775762550.5200
MEM 896.324219 1775762550.6217
MEM 896.324219 1775762550.7238
MEM 896.324219 1775762550.8256
MEM 896.324219 1775762550.9274
MEM 896.441406 1775762551.0291
MEM 896.441406 1775762551.1311
MEM 899.277344 1775762551.2330
MEM 898.515625 1775762551.3355
MEM 898.191406 1775762551.4376
MEM 900.562500 1775762551.5394
MEM 902.500000 1775762551.6412
MEM 896.500000 1775762551.7431
MEM 902.062500 1775762551.8450
MEM 898.515625 1775762551.9468
MEM 896.515625 1775762552.0484
MEM 896.515625 1775762552.1503
MEM 902.500000 1775762552.2520
MEM 900.515625 1775762552.3542
MEM 896.523438 1775762552.4560
MEM 900.003906 1775762552.5579
MEM 895.500000 1775762552.6607
MEM 893.773438 1775762552.7627
MEM 897.296875 1775762552.8645
MEM 899.808594 1775762552.9666
MEM 899.851562 1775762553.0684
MEM 896.492188 1775762553.1701
MEM 894.816406 1775762553.2720
MEM 899.769531 1775762553.3738
MEM 897.898438 1775762553.4757
MEM 895.769531 1775762553.5774
MEM 895.773438 1775762553.6791
MEM 902.218750 1775762553.7810
MEM 896.230469 1775762553.8827
MEM 896.230469 1775762553.9845
MEM 900.246094 1775762554.0864
MEM 901.339844 1775762554.1884
MEM 896.246094 1775762554.2900
MEM 896.246094 1775762554.3917
MEM 896.773438 1775762554.4934
MEM 893.937500 1775762554.5953
MEM 895.234375 1775762554.6971
MEM 896.195312 1775762554.7990
MEM 903.191406 1775762554.9008
MEM 896.265625 1775762555.0024
MEM 896.296875 1775762555.1040
MEM 905.042969 1775762555.2061
MEM 898.308594 1775762555.3079
MEM 896.308594 1775762555.4095
MEM 896.312500 1775762555.5114
MEM 900.527344 1775762555.6131
MEM 898.527344 1775762555.7147
MEM 896.531250 1775762555.8165
MEM 899.636719 1775762555.9183
MEM 902.527344 1775762556.0199
MEM 896.484375 1775762556.1217
MEM 896.484375 1775762556.2236
MEM 899.191406 1775762556.3253
MEM 896.484375 1775762556.4269
MEM 896.484375 1775762556.5287
MEM 896.484375 1775762556.6304
MEM 896.484375 1775762556.7321
MEM 896.484375 1775762556.8337
MEM 896.484375 1775762556.9355
MEM 896.484375 1775762557.0372
MEM 896.484375 1775762557.1391
MEM 896.484375 1775762557.2409
MEM 896.484375 1775762557.3426
MEM 896.484375 1775762557.4441
MEM 896.484375 1775762557.5457
MEM 896.484375 1775762557.6474
MEM 896.484375 1775762557.7490
MEM 896.484375 1775762557.8505
MEM 896.484375 1775762557.9519
MEM 896.484375 1775762558.0538
MEM 896.484375 1775762558.1554
MEM 896.484375 1775762558.2570
MEM 896.484375 1775762558.3587
MEM 896.484375 1775762558.4605
MEM 896.484375 1775762558.5625
MEM 896.484375 1775762558.6642
MEM 896.484375 1775762558.7659
MEM 896.484375 1775762558.8674
MEM 896.484375 1775762558.9690
MEM 896.484375 1775762559.0707
MEM 896.484375 1775762559.1725
MEM 896.484375 1775762559.2741
MEM 896.484375 1775762559.3758
MEM 896.484375 1775762559.4778
MEM 896.484375 1775762559.5802
MEM 896.484375 1775762559.6819
MEM 896.484375 1775762559.7837
MEM 896.484375 1775762559.8854
MEM 896.484375 1775762559.9872
MEM 896.484375 1775762560.0895
MEM 896.484375 1775762560.1913
MEM 896.484375 1775762560.2930
MEM 896.484375 1775762560.3946
MEM 896.484375 1775762560.4963
MEM 896.484375 1775762560.5979
MEM 896.484375 1775762560.6996
MEM 896.484375 1775762560.8012
MEM 896.484375 1775762560.9029
MEM 896.484375 1775762561.0049
MEM 896.484375 1775762561.1066
MEM 896.484375 1775762561.2082
MEM 898.417969 1775762561.3101
MEM 896.484375 1775762561.4117
MEM 896.484375 1775762561.5136
MEM 896.484375 1775762561.6155
MEM 896.484375 1775762561.7174
MEM 896.484375 1775762561.8192
MEM 896.484375 1775762561.9207
MEM 896.484375 1775762562.0223
MEM 896.484375 1775762562.1239
MEM 896.484375 1775762562.2255
MEM 896.484375 1775762562.3271
MEM 896.484375 1775762562.4292
MEM 896.484375 1775762562.5310
MEM 896.484375 1775762562.6326
MEM 898.546875 1775762562.7343
MEM 896.484375 1775762562.8360
MEM 896.484375 1775762562.9377
MEM 896.484375 1775762563.0394
MEM 896.484375 1775762563.1413
MEM 896.484375 1775762563.2429
MEM 896.742188 1775762563.3445
MEM 896.484375 1775762563.4462
MEM 896.484375 1775762563.5479
MEM 896.484375 1775762563.6499
MEM 896.484375 1775762563.7517
MEM 896.484375 1775762563.8536
MEM 896.484375 1775762563.9554
MEM 896.484375 1775762564.0572
MEM 896.484375 1775762564.1590
MEM 899.964844 1775762564.2608
MEM 896.484375 1775762564.3626
MEM 898.687500 1775762564.4644
MEM 899.007812 1775762564.5661
MEM 896.558594 1775762564.6677
MEM 902.542969 1775762564.7693
MEM 896.187500 1775762564.8718
MEM 893.039062 1775762564.9738
MEM 896.320312 1775762565.0756
MEM 898.339844 1775762565.1774
MEM 898.789062 1775762565.2794
MEM 896.820312 1775762565.3811
MEM 896.820312 1775762565.4828
MEM 902.808594 1775762565.5846
MEM 900.300781 1775762565.6865
MEM 896.820312 1775762565.7883
MEM 898.835938 1775762565.8901
MEM 897.562500 1775762565.9921
MEM 901.042969 1775762566.0940
MEM 901.546875 1775762566.1957
MEM 899.546875 1775762566.2974
MEM 897.550781 1775762566.3993
MEM 901.566406 1775762566.5011
MEM 899.566406 1775762566.6030
MEM 897.570312 1775762566.7047
MEM 897.570312 1775762566.8066
MEM 894.492188 1775762566.9087
MEM 894.156250 1775762567.0106
MEM 895.207031 1775762567.1123
MEM 900.722656 1775762567.2140
MEM 896.339844 1775762567.3159
MEM 896.347656 1775762567.4178
MEM 902.332031 1775762567.5196
MEM 901.425781 1775762567.6218
MEM 896.335938 1775762567.7238
MEM 896.347656 1775762567.8256
MEM 900.363281 1775762567.9276
MEM 902.093750 1775762568.0303
MEM 897.339844 1775762568.1322
MEM 903.324219 1775762568.2342
MEM 901.773438 1775762568.3360
MEM 897.738281 1775762568.4383
MEM 897.753906 1775762568.5400
MEM 901.769531 1775762568.6420
MEM 899.769531 1775762568.7439
MEM 897.769531 1775762568.8455
MEM 894.531250 1775762568.9472
MEM 896.757812 1775762569.0496
MEM 895.417969 1775762569.1516
MEM 895.597656 1775762569.2532
MEM 895.597656 1775762569.3551
MEM 895.597656 1775762569.4572
MEM 895.597656 1775762569.5594
MEM 895.597656 1775762569.6614
MEM 895.597656 1775762569.7635
MEM 895.597656 1775762569.8653
MEM 895.597656 1775762569.9668
MEM 895.597656 1775762570.0686
MEM 895.597656 1775762570.1705
MEM 895.597656 1775762570.2726
MEM 895.597656 1775762570.3744
MEM 895.597656 1775762570.4760
MEM 895.597656 1775762570.5779
MEM 895.597656 1775762570.6802
MEM 895.597656 1775762570.7823
MEM 895.597656 1775762570.8841
MEM 895.597656 1775762570.9856
MEM 895.597656 1775762571.0877
MEM 895.597656 1775762571.1897
MEM 895.597656 1775762571.2917
MEM 895.597656 1775762571.3936
MEM 898.691406 1775762571.4954
MEM 900.523438 1775762571.5971
MEM 896.527344 1775762571.6991
MEM 896.527344 1775762571.8007
MEM 901.285156 1775762571.9025
MEM 896.515625 1775762572.0044
MEM 896.519531 1775762572.1062
MEM 900.562500 1775762572.2084
MEM 898.550781 1775762572.3101
MEM 896.550781 1775762572.4118
MEM 901.257812 1775762572.5139
MEM 899.250000 1775762572.6161
MEM 897.257812 1775762572.7178
MEM 897.261719 1775762572.8196
MEM 902.312500 1775762572.9213
MEM 897.281250 1775762573.0232
MEM 891.390625 1775762573.1249
MEM 900.816406 1775762573.2266
MEM 897.085938 1775762573.3285
MEM 896.925781 1775762573.4303
MEM 896.949219 1775762573.5321
MEM 901.867188 1775762573.6341
MEM 897.480469 1775762573.7360
MEM 898.195312 1775762573.8378
MEM 904.183594 1775762573.9403
MEM 900.183594 1775762574.0421
MEM 898.183594 1775762574.1438
MEM 898.183594 1775762574.2454
MEM 905.566406 1775762574.3473
MEM 900.218750 1775762574.4489
MEM 898.218750 1775762574.5507
MEM 904.589844 1775762574.6527
MEM 900.207031 1775762574.7544
MEM 898.207031 1775762574.8564
MEM 898.210938 1775762574.9581
MEM 904.171875 1775762575.0598
MEM 891.886719 1775762575.1615
MEM 893.738281 1775762575.2632
MEM 899.476562 1775762575.3658
MEM 893.964844 1775762575.4675
MEM 895.996094 1775762575.5691
MEM 900.027344 1775762575.6712
MEM 898.058594 1775762575.7731
MEM 896.566406 1775762575.8749
MEM 900.617188 1775762575.9769
MEM 898.554688 1775762576.0787
MEM 896.558594 1775762576.1805
MEM 896.558594 1775762576.2822
MEM 897.640625 1775762576.3841
MEM 900.222656 1775762576.4858
MEM 897.386719 1775762576.5876
MEM 897.386719 1775762576.6894
MEM 897.386719 1775762576.7912
MEM 897.386719 1775762576.8930
MEM 897.386719 1775762576.9947
MEM 897.386719 1775762577.0964
MEM 897.386719 1775762577.1981
MEM 897.386719 1775762577.2999
MEM 897.386719 1775762577.4016
MEM 897.386719 1775762577.5037
MEM 897.386719 1775762577.6055
MEM 897.386719 1775762577.7072
MEM 897.386719 1775762577.8090
MEM 897.386719 1775762577.9107
MEM 897.386719 1775762578.0124
MEM 897.386719 1775762578.1142
MEM 897.386719 1775762578.2164
MEM 897.386719 1775762578.3179
MEM 897.386719 1775762578.4197
MEM 897.386719 1775762578.5215
MEM 897.386719 1775762578.6236
MEM 897.386719 1775762578.7254
MEM 897.386719 1775762578.8273
MEM 897.386719 1775762578.9291
MEM 900.609375 1775762579.0307
MEM 897.386719 1775762579.1331
MEM 897.386719 1775762579.2347
MEM 897.386719 1775762579.3368
MEM 897.386719 1775762579.4385
MEM 897.386719 1775762579.5403
MEM 897.386719 1775762579.6419
MEM 897.386719 1775762579.7436
MEM 897.386719 1775762579.8452
MEM 897.386719 1775762579.9470
MEM 897.386719 1775762580.0488
MEM 897.386719 1775762580.1504
MEM 898.675781 1775762580.2521
MEM 897.386719 1775762580.3543
MEM 897.386719 1775762580.4559
MEM 897.386719 1775762580.5575
MEM 897.386719 1775762580.6593
MEM 897.386719 1775762580.7610
MEM 897.386719 1775762580.8627
MEM 897.386719 1775762580.9644
MEM 900.480469 1775762581.0663
MEM 897.386719 1775762581.1681
MEM 897.386719 1775762581.2698
MEM 898.546875 1775762581.3714
MEM 897.386719 1775762581.4733
MEM 897.386719 1775762581.5751
MEM 897.386719 1775762581.6767
MEM 897.386719 1775762581.7784
MEM 901.453125 1775762581.8806
MEM 897.460938 1775762581.9827
MEM 900.941406 1775762582.0846
MEM 901.445312 1775762582.1870
MEM 897.445312 1775762582.2887
MEM 900.796875 1775762582.3904
MEM 901.503906 1775762582.4924
MEM 901.468750 1775762582.5942
MEM 895.242188 1775762582.6959
MEM 893.574219 1775762582.7976
MEM 902.046875 1775762582.8994
MEM 898.656250 1775762583.0013
MEM 896.531250 1775762583.1029
MEM 896.550781 1775762583.2046
MEM 900.578125 1775762583.3062
MEM 896.593750 1775762583.4080
MEM 896.593750 1775762583.5098
MEM 900.578125 1775762583.6121
MEM 898.382812 1775762583.7141
MEM 896.578125 1775762583.8159
MEM 896.578125 1775762583.9177
MEM 901.753906 1775762584.0194
MEM 899.335938 1775762584.1211
MEM 897.335938 1775762584.2230
MEM 904.031250 1775762584.3250
MEM 900.031250 1775762584.4268
MEM 898.031250 1775762584.5285
MEM 897.921875 1775762584.6301
MEM 896.003906 1775762584.7319
MEM 900.503906 1775762584.8338
MEM 894.511719 1775762584.9356
MEM 898.914062 1775762585.0376
MEM 899.074219 1775762585.1396
MEM 905.132812 1775762585.2419
MEM 901.214844 1775762585.3450
MEM 897.792969 1775762585.4470
MEM 900.031250 1775762585.5496
MEM 902.437500 1775762585.6520
MEM 898.058594 1775762585.7540
MEM 898.042969 1775762585.8559
MEM 900.058594 1775762585.9583
MEM 900.273438 1775762586.0599
MEM 898.257812 1775762586.1620
MEM 902.273438 1775762586.2645
MEM 900.980469 1775762586.3663
MEM 902.257812 1775762586.4693
MEM 898.273438 1775762586.5710
MEM 898.488281 1775762586.6731
MEM 899.527344 1775762586.7750
MEM 901.460938 1775762586.8773
MEM 900.945312 1775762586.9792
MEM 900.945312 1775762587.0813
MEM 898.238281 1775762587.1836
MEM 898.238281 1775762587.2857
MEM 898.238281 1775762587.3873
MEM 898.238281 1775762587.4890
MEM 898.238281 1775762587.5908
MEM 898.238281 1775762587.6926
MEM 900.171875 1775762587.7943
MEM 898.238281 1775762587.8961
MEM 898.238281 1775762587.9977
MEM 898.238281 1775762588.0993
MEM 898.238281 1775762588.2011
MEM 898.238281 1775762588.3038
MEM 898.304688 1775762588.4059
MEM 900.289062 1775762588.5082
MEM 901.769531 1775762588.6104
MEM 900.304688 1775762588.7129
MEM 895.187500 1775762588.8147
MEM 899.195312 1775762588.9177
MEM 896.429688 1775762589.0198
MEM 896.445312 1775762589.1214
MEM 898.468750 1775762589.2242
MEM 896.472656 1775762589.3259
MEM 896.472656 1775762589.4277
MEM 903.183594 1775762589.5295
MEM 899.183594 1775762589.6314
MEM 897.449219 1775762589.7333
MEM 901.476562 1775762589.8351
MEM 902.183594 1775762589.9368
MEM 897.476562 1775762590.0386
MEM 901.523438 1775762590.1404
MEM 901.460938 1775762590.2430
MEM 899.460938 1775762590.3448
MEM 897.460938 1775762590.4469
MEM 901.484375 1775762590.5488
MEM 899.484375 1775762590.6505
MEM 897.484375 1775762590.7522
MEM 894.417969 1775762590.8540
MEM 896.507812 1775762590.9556
MEM 894.742188 1775762591.0574
MEM 898.781250 1775762591.1591
MEM 897.074219 1775762591.2609
MEM 894.816406 1775762591.3627
MEM 898.804688 1775762591.4644
MEM 895.417969 1775762591.5662
MEM 896.542969 1775762591.6680
MEM 900.558594 1775762591.7698
MEM 898.562500 1775762591.8722
MEM 896.695312 1775762591.9740
MEM 902.808594 1775762592.0756
MEM 896.808594 1775762592.1776
MEM 900.824219 1775762592.2797
MEM 898.824219 1775762592.3813
MEM 896.824219 1775762592.4832
MEM 902.808594 1775762592.5851
MEM 903.128906 1775762592.6869
MEM 896.820312 1775762592.7890
MEM 895.093750 1775762592.8908
MEM 897.699219 1775762592.9927
MEM 899.664062 1775762593.0947
MEM 895.687500 1775762593.1966
MEM 893.640625 1775762593.2983
MEM 895.968750 1775762593.4002
MEM 893.648438 1775762593.5019
MEM 893.648438 1775762593.6035
MEM 893.648438 1775762593.7052
MEM 893.648438 1775762593.8069
MEM 893.648438 1775762593.9087
MEM 893.648438 1775762594.0108
MEM 893.648438 1775762594.1126
MEM 893.648438 1775762594.2142
MEM 893.648438 1775762594.3159
MEM 893.648438 1775762594.4176
MEM 893.648438 1775762594.5193
MEM 893.648438 1775762594.6209
MEM 893.648438 1775762594.7228
MEM 893.648438 1775762594.8249
MEM 893.648438 1775762594.9268
MEM 893.648438 1775762595.0284
MEM 893.648438 1775762595.1306
MEM 893.648438 1775762595.2323
MEM 893.648438 1775762595.3340
MEM 893.648438 1775762595.4358
MEM 893.648438 1775762595.5374
MEM 893.648438 1775762595.6394
MEM 893.730469 1775762595.7417
MEM 893.980469 1775762595.8438
MEM 894.105469 1775762595.9466
MEM 894.128906 1775762596.0483
MEM 894.128906 1775762596.1501
MEM 894.128906 1775762596.2521
MEM 894.128906 1775762596.3540
MEM 894.128906 1775762596.4556
MEM 894.128906 1775762596.5577
MEM 894.128906 1775762596.6595
MEM 894.128906 1775762596.7613
MEM 894.128906 1775762596.8631
MEM 894.128906 1775762596.9648
MEM 894.128906 1775762597.0672
MEM 894.128906 1775762597.1692
MEM 894.128906 1775762597.2715
MEM 894.128906 1775762597.3738
MEM 894.128906 1775762597.4760
MEM 894.128906 1775762597.5779
MEM 894.128906 1775762597.6803
MEM 894.128906 1775762597.7822
MEM 894.128906 1775762597.8844
MEM 894.128906 1775762597.9865
MEM 894.128906 1775762598.0888
MEM 894.128906 1775762598.1907
MEM 894.128906 1775762598.2932
MEM 894.128906 1775762598.3949
MEM 894.128906 1775762598.4972
MEM 894.128906 1775762598.5995
MEM 894.128906 1775762598.7021
MEM 894.128906 1775762598.8044
MEM 894.128906 1775762598.9067
MEM 894.128906 1775762599.0090
MEM 894.128906 1775762599.1113
MEM 894.128906 1775762599.2132
MEM 894.128906 1775762599.3161
MEM 894.128906 1775762599.4180
MEM 894.128906 1775762599.5200
MEM 894.128906 1775762599.6223
MEM 894.128906 1775762599.7245
MEM 894.128906 1775762599.8267
MEM 894.128906 1775762599.9290
MEM 896.578125 1775762600.0312
MEM 894.128906 1775762600.1336
MEM 894.128906 1775762600.2358
MEM 894.128906 1775762600.3375
MEM 894.128906 1775762600.4396
MEM 894.128906 1775762600.5415
MEM 894.128906 1775762600.6435
MEM 894.128906 1775762600.7455
MEM 894.128906 1775762600.8476
MEM 894.128906 1775762600.9498
MEM 894.128906 1775762601.0521
MEM 894.128906 1775762601.1541
MEM 894.128906 1775762601.2562
MEM 894.128906 1775762601.3581
MEM 894.128906 1775762601.4599
MEM 894.128906 1775762601.5621
MEM 894.128906 1775762601.6643
MEM 894.128906 1775762601.7666
MEM 894.128906 1775762601.8687
MEM 894.128906 1775762601.9710
MEM 894.128906 1775762602.0730
MEM 894.128906 1775762602.1750
MEM 894.128906 1775762602.2773
MEM 894.128906 1775762602.3798
MEM 894.128906 1775762602.4821
MEM 894.128906 1775762602.5842
MEM 894.128906 1775762602.6860
MEM 894.128906 1775762602.7882
MEM 894.128906 1775762602.8903
MEM 894.128906 1775762602.9925
MEM 894.128906 1775762603.0946
MEM 894.128906 1775762603.1966
MEM 894.128906 1775762603.2985
MEM 894.128906 1775762603.4002
MEM 894.128906 1775762603.5023
MEM 894.128906 1775762603.6041
MEM 894.128906 1775762603.7061
MEM 894.128906 1775762603.8081
MEM 894.128906 1775762603.9102
MEM 894.128906 1775762604.0122
MEM 894.128906 1775762604.1142
MEM 894.128906 1775762604.2164
MEM 894.128906 1775762604.3182
MEM 894.128906 1775762604.4200
MEM 894.128906 1775762604.5219
MEM 894.128906 1775762604.6237
MEM 894.128906 1775762604.7256
MEM 894.128906 1775762604.8277
MEM 894.128906 1775762604.9297
MEM 897.480469 1775762605.0315
MEM 894.128906 1775762605.1335
MEM 894.128906 1775762605.2352
MEM 894.128906 1775762605.3379
MEM 894.128906 1775762605.4398
MEM 894.128906 1775762605.5416
MEM 894.128906 1775762605.6435
MEM 894.128906 1775762605.7454
MEM 894.128906 1775762605.8473
MEM 894.128906 1775762605.9492
MEM 894.128906 1775762606.0512
MEM 894.128906 1775762606.1538
MEM 894.128906 1775762606.2556
MEM 894.128906 1775762606.3577
MEM 894.128906 1775762606.4595
MEM 894.128906 1775762606.5613
MEM 894.128906 1775762606.6633
MEM 894.128906 1775762606.7651
MEM 894.128906 1775762606.8669
MEM 894.128906 1775762606.9687
MEM 894.128906 1775762607.0704
MEM 894.128906 1775762607.1722
MEM 894.128906 1775762607.2740
MEM 894.128906 1775762607.3757
MEM 894.128906 1775762607.4775
MEM 894.128906 1775762607.5794
MEM 894.128906 1775762607.6813
MEM 894.128906 1775762607.7833
MEM 894.128906 1775762607.8851
MEM 894.128906 1775762607.9869
MEM 894.128906 1775762608.0887
MEM 894.128906 1775762608.1906
MEM 894.128906 1775762608.2925
MEM 894.128906 1775762608.3944
MEM 894.128906 1775762608.4963
MEM 894.128906 1775762608.5980
MEM 894.128906 1775762608.7000
MEM 894.128906 1775762608.8018
MEM 894.128906 1775762608.9036
MEM 894.128906 1775762609.0052
MEM 894.128906 1775762609.1074
MEM 894.128906 1775762609.2090
MEM 894.128906 1775762609.3109
MEM 894.128906 1775762609.4126
MEM 894.128906 1775762609.5144
MEM 894.128906 1775762609.6163
MEM 894.128906 1775762609.7182
MEM 894.128906 1775762609.8200
MEM 894.128906 1775762609.9218
MEM 894.128906 1775762610.0237
MEM 894.128906 1775762610.1257
MEM 894.128906 1775762610.2274
MEM 894.128906 1775762610.3292
MEM 894.128906 1775762610.4310
MEM 894.128906 1775762610.5327
MEM 894.128906 1775762610.6345
MEM 894.128906 1775762610.7363
MEM 894.128906 1775762610.8382
MEM 894.128906 1775762610.9399
MEM 894.128906 1775762611.0421
MEM 894.128906 1775762611.1438
MEM 894.128906 1775762611.2458
MEM 894.128906 1775762611.3483
MEM 894.128906 1775762611.4501
MEM 894.128906 1775762611.5518
MEM 894.128906 1775762611.6535
MEM 894.128906 1775762611.7553
MEM 894.128906 1775762611.8575
MEM 894.128906 1775762611.9592
MEM 894.128906 1775762612.0609
MEM 894.128906 1775762612.1627
MEM 894.128906 1775762612.2647
MEM 894.128906 1775762612.3665
MEM 894.128906 1775762612.4683
